region,school_name,closure_year,local_office,school_level,utilization_status,address,years_since_closure,closure_risk_index,risk_level
chunbook,매포초기동분교장,1990,단양,초,대부,단양군 적성면 기동리 433-1,35,0.7606557377049182,높음
gangwon,간성초 선혜분교장,1990,고성,초,대부,고성군 간성읍 탑동2리 산142-1,35,0.7606557377049182,높음
gyeonggi,삼정초 금동분교장,1990,포천,초,대부,포천시 신북면 금동리 24-1,35,0.7606557377049182,높음
gyeongbook,경주초등학교학동분교장,2002,경주,초,미활용,경주시 내남면 비지리 545,23,0.7508196721311476,높음
gyeongnam,구)숭덕초등학교,2002,거제,초,미활용,거제시 둔덕면 술역리 28-3,23,0.7508196721311476,높음
gyeongbook,기계초등학교기서분교장,2002,포항,초,미활용,포항시 북구 기계면 가안리 14,23,0.7508196721311476,높음
gyeongbook,부석초등학교남대분교장,2002,영주,초,미활용,영주시 부석면 남대리 354,23,0.7508196721311476,높음
gyeongbook,임고초등학교금대분교장,2002,영천,초,미활용,영천시 임고면 금대리 446,23,0.7508196721311476,높음
gangwon,미로초 천기분교장,2002,삼척,초,미활용,삼척시 미로면 상정리 187,23,0.7508196721311476,높음
gyeonggi,연천왕산초 동중분교장,1991,연천,초,대부,연천군 왕징면 동중리 461-1,34,0.7475409836065575,높음
gangwon,양구초 서호분교장,1991,양구,초,대부,양구군 양구읍 상무룡1리 828,34,0.7475409836065575,높음
chunbook,용화초 자계분교장,1991,영동,초,대부,영동군 용화면 자계리 569,34,0.7475409836065575,높음
chunbook,단천초 두항분교장,1991,단양,초,대부,단양군 단성면 두항리 39,34,0.7475409836065575,높음
gyeongbook,송생초등학교,1991,청송,초,대부,청송군 청송읍 송생리 551-3 외 3필지,34,0.7475409836065575,높음
gyeonggi,전곡초 양원분교장,1991,연천,초,대부,연천군 전곡읍 양원리 560,34,0.7475409836065575,높음
gyeonggi,남사초 서촌분교장,1991,용인,초,대부,용인시 남사읍 통삼리 239-1외 2필지,34,0.7475409836065575,높음
gangwon,정선초 덕송분교장,1991,정선,초,대부,정선군 정선읍 덕송리 166,34,0.7475409836065575,높음
gangwon,장열초등학교,1991,정선,초,대부,정선군 북평면 장열리 247-2,34,0.7475409836065575,높음
gyeonggi,군남초 북삼분교장,1991,연천,초,대부,연천군 왕징면 북삼리 160,34,0.7475409836065575,높음
gyeongnam,충렬초등학교대평분교장,1991,통영,초,대부,통영시 평림동 495,34,0.7475409836065575,높음
chunbook,상촌초 대해분교장,1991,영동,초,대부,영동군 상촌면 대해리 698,34,0.7475409836065575,높음
gyeonggi,연천왕산초 마전분교장A,1991,연천,초,대부,연천군 미산면 동이리 596-1,34,0.7475409836065575,높음
gangwon,지정초 송암분교장,2003,원주,초,미활용,원주시 지정면 월송리 451,22,0.7377049180327869,높음
jeonbook,어청도초 연도분교,2003,군산,초,미활용,군산시 옥도면 연도리 37,22,0.7377049180327869,높음
gyeongnam,한산초등학교두억분교장,2003,통영,초,미활용,통영시 한산면 두억리 311-2,22,0.7377049180327869,높음
gyeonggi,송촌초 시우분교장,1992,구리남양주,초,대부,남양주시  조안면 시우리 122-20,33,0.7344262295081968,높음
gyeongnam,중유초등학교,1992,거창,초,대부,거창군 신원면 중유리 443-3,33,0.7344262295081968,높음
chunbook,산척초 명서분교장,1992,충주,초,대부,충주시 산척면 명서리 493-7,33,0.7344262295081968,높음
gyeonggi,비봉초 유포분교장,1992,화성오산,초,대부,화성시 비봉면 유포리 307,33,0.7344262295081968,높음
chunbook,금성초 중전분교장,1992,제천,초,대부,제천시 금성면 포전리 409-2,33,0.7344262295081968,높음
gyeongnam,오동초등학교,1992,산청,초,대부,산청군 신안면 청현리526,33,0.7344262295081968,높음
gyeonggi,관인초 사정분교장,1992,포천,초,대부,포천시 관인면 사정리 136-1,33,0.7344262295081968,높음
jeonnam,풍양초매곡분교장,1992,고흥,초,대부,고흥 풍양면 매곡리 638-11,33,0.7344262295081968,높음
jeju,장전초금덕분교장,1992,해당없음,초,대부,제주시 애월읍 유수암리 1387,33,0.7344262295081968,높음
chunbook,어상천초 덕문곡분교장,1992,단양,초,대부,단양군 영춘면  덕문곡리 171,33,0.7344262295081968,높음
gyeongnam,산양초등학교연명분교장,1992,통영,초,대부,통영시 산양읍 연화리 1124,33,0.7344262295081968,높음
gangwon,봉양초 여탄분교장,1992,정선,초,대부,정선군 정선읍 여탄리 317,33,0.7344262295081968,높음
jeju,보성초신평분교장,1992,해당없음,초,대부,서귀포시 대정읍 신평리 371-1,33,0.7344262295081968,높음
gangwon,마읍초 주지분교장,1992,삼척,초,대부,삼척시 노곡면  주지리 180,33,0.7344262295081968,높음
chunbook,두학초 자작분교장,1992,제천,초,대부,제천시 자작동 256-4,33,0.7344262295081968,높음
chunbook,대강초 올산분교장,1992,단양,초,대부,단양군 대강면 올산리 185,33,0.7344262295081968,높음
gyeongbook,이전초등학교부동분교장,1992,청송,초,대부,청송군 부동면 신점리 764-1 외 2필지,33,0.7344262295081968,높음
jeonnam,오곡초명성분교장,1992,곡성,초,대부,곡성 오곡면 구성리 221   ,33,0.7344262295081968,높음
chunbook,복성초,1992,충주,초,대부,충주시 앙성면 지당리 201-5,33,0.7344262295081968,높음
chunnam,만사초,1992,예산,초,대부,예산군 신양면 만사리 156-8,33,0.7344262295081968,높음
gyeongnam,진교초등학교월운분교장,1992,하동,초,대부,하동군 진교면 월운리 573-2,33,0.7344262295081968,높음
chunbook,산외초 산대분교장,1992,보은,초,대부,보은군 산외면 산대리 215,33,0.7344262295081968,높음
gyeongbook,박달초등학교,1992,경주,초,대부,경주시 내남면 박달리 153,33,0.7344262295081968,높음
jeonnam,대동향교초동암분교장,1992,함평,초,대부,함평 대동면 월송리 424   ,33,0.7344262295081968,높음
gyeongnam,진교초등학교안심분교장,1992,하동,초,대부,하동군 진교면 백련리 352-12,33,0.7344262295081968,높음
chunbook,덕산초 월악분교장,1992,제천,초,대부,제천시 덕산면 월악리596,33,0.7344262295081968,높음
jeonnam,영등초등학교,2004,보성,초,미활용,보성 벌교읍 영등리 726,21,0.7245901639344264,높음
jeonnam,조도초 소죽도분교장,2004,진도,초,미활용,진도 조도면 서거차도리 150,21,0.7245901639344264,높음
jeonnam,화원초화봉분교장,2004,해남,초,미활용,해남 화원면 화봉리 226,21,0.7245901639344264,높음
gyeongbook,의곡초등학교감산분교장,1993,경주,초,대부,경주시 산내면 감산리 1107-1,32,0.7213114754098361,높음
gyeongbook,죽장초등학교가사분교장,1993,포항,초,대부,포항시 북구 죽장면 가사리 380-1,32,0.7213114754098361,높음
gyeonggi,목동초 광악분교장,1993,가평,초,대부,가평군 북면 화악리 845,32,0.7213114754098361,높음
gyeongbook,의곡초등학교신원분교장,1993,경주,초,대부,경주시 산내면 신원리 222,32,0.7213114754098361,높음
gyeongbook,부남초등학교이현분교장,1993,청송,초,대부,청송군 부남면 이현리 726-1,32,0.7213114754098361,높음
chunbook,세성초 향산분교장,1993,충주,초,대부,충주시 살미면 향산리 379,32,0.7213114754098361,높음
chunbook,송학초 송한분교장,1993,제천,초,대부,제천시 송학면 송한리 543,32,0.7213114754098361,높음
chunbook,영동초 화신분교장,1993,영동,초,대부,영동군 영동읍 화신리 228-3,32,0.7213114754098361,높음
gyeongbook,수평초등학교,1993,문경,초,대부,문경시  동로면 수평리390,32,0.7213114754098361,높음
gyeongbook,수륜초등학교명륜분교장,1993,성주,초,대부,성주군 수륜면 송계리477,32,0.7213114754098361,높음
chunbook,청천초 대후분교장,1993,괴산증평,초,대부,괴산군 청천면 후영리 196-1,32,0.7213114754098361,높음
gyeongnam,(구)진주중앙중학교,1978,본청,중,자체활용,진주시 상평동 272-3,47,0.7213114754098361,높음
gyeongnam,가인초등학교,1993,밀양,초,대부,밀양시 산내면 가인리 539-1,32,0.7213114754098361,높음
gyeongnam,횡천초등학교전대분교장,1993,하동,초,대부,하동군 횡천면 전대리 508,32,0.7213114754098361,높음
daegu,오천초,1993,군위,초,대부,군위군 효령면 오천리 164-3,32,0.7213114754098361,높음
gyeongnam,청암초등학교상이분교장,1993,하동,초,대부,하동군 청암면 상이리 118,32,0.7213114754098361,높음
gyeongnam,입석초등학교운리분교장,1993,산청,초,대부,산청군 단성면 운리515,32,0.7213114754098361,높음
gyeongnam,상동초등학교안인분교장,1993,밀양,초,대부,밀양시 상동면 안인리 297-1,32,0.7213114754098361,높음
jeju,명월초등학교,1993,해당없음,초,대부,제주시 한림읍 명월리 1734,32,0.7213114754098361,높음
gyeongnam,사봉초등학교부계분교장,1993,진주,초,대부,진주시 사봉면 부계리 1159,32,0.7213114754098361,높음
gangwon,원당초 생둔분교장,1993,홍천,초,대부,홍천군 내면 율전리 221-4,32,0.7213114754098361,높음
gangwon,옥동초 각동분교장,1993,영월,초,대부,영월군   김삿갓면  각동리 18-1,32,0.7213114754098361,높음
gangwon,왕산초 송현분교장,1993,강릉,초,대부,강릉시 왕산면 송현리 138-1,32,0.7213114754098361,높음
gangwon,지정초 안창분교장,1993,원주,초,대부,원주시 지정면 안창리 81,32,0.7213114754098361,높음
gangwon,옥동초 대야분교장,1993,영월,초,대부,영월군   김삿갓면  대야리 764,32,0.7213114754098361,높음
jeonnam,손불초용암분교장,2005,함평,초,미활용,함평 손불면 죽암리 709,20,0.7114754098360657,높음
gangwon,광덕초,2005,양구,초,미활용,양구군 남면  적리 447-9 ,20,0.7114754098360657,높음
jeonnam,돌산초대신분교장,2005,여수,초,미활용,여수 돌산읍 신복리 730,20,0.7114754098360657,높음
gyeongnam,계창초등학교옥천분교장,1994,창녕,초,대부,창녕군 창녕읍 옥천리 711,31,0.7081967213114756,높음
gangwon,노천초 화방분교장,1994,홍천,초,대부,홍천군 동면 노천리 623-1,31,0.7081967213114756,높음
gyeonggi,강남초,1994,양평,초,대부,양평군 강하면 동오리 178-1,31,0.7081967213114756,높음
gyeonggi,고삼초 고동분교장,1994,안성,초,대부,안성시 고삼면 쌍지리 769-2,31,0.7081967213114756,높음
gangwon,속초초 신봉분교장,1994,홍천,초,대부,홍천군 동면 신봉리 211-1,31,0.7081967213114756,높음
chunnam,안흥초 흑도분교장,1979,태안,초,매각,태안군 근흥면 가의도리 산35-2,46,0.7081967213114756,높음
chunbook,양산초천태분교장,1994,영동,초,대부,영동군 양산면 호탄리 708-1,31,0.7081967213114756,높음
gyeongbook,풍각남부초등학교,1994,청도,초,대부,청도군 풍각면 차산리 184-1,31,0.7081967213114756,높음
gyeongbook,옥대초등학교단산분교장,1994,영주,초,대부,영주시 부석면 병산리 343,31,0.7081967213114756,높음
daegu,평광초,1994,동부,초,대부,동구 평광동 1096,31,0.7081967213114756,높음
gyeongnam,내공초등학교,1994,산청,초,대부,산청군 시천면 내공리627-2,31,0.7081967213114756,높음
gyeongbook,산제초등학교,1994,의성,초,대부,의성군 비안면 화신리 145-1,31,0.7081967213114756,높음
gyeongbook,왕산초등학교,1994,경주,초,대부,경주시 암곡동 389,31,0.7081967213114756,높음
gyeongbook,화령초등학교사산분교장,1994,상주,초,대부,상주시 화서면 사산리 63,31,0.7081967213114756,높음
gangwon,서원초 옥인분교장,1994,횡성,초,대부,횡성군 서원면 옥계리 488,31,0.7081967213114756,높음
gangwon,창원초등학교,1994,영월,초,대부,영월군   남면  창원리 887-5,31,0.7081967213114756,높음
gangwon,창촌초 원자분교장,1994,홍천,초,대부,홍천군 내면 자운리 1171-3,31,0.7081967213114756,높음
gyeonggi,상색초 두밀분교장,1994,가평,초,대부,가평군 가평읍 두밀리 11-2,31,0.7081967213114756,높음
gangwon,남선초 자미분교장,1994,정선,초,대부,정선군 남면 문곡리 265-1,31,0.7081967213114756,높음
gyeongbook,상주초등학교남장분교장,1994,상주,초,대부,상주시 남장동 229-1,31,0.7081967213114756,높음
gyeongbook,모서초등학교호명분교장,1994,경주,초,대부,경주시 강동면 호명리 18,31,0.7081967213114756,높음
gangwon,죽리초 웅진분교장,1994,양구,초,대부,양구군 양구읍 웅진리 407-2,31,0.7081967213114756,높음
chunnam,호암초 삼동분교장,1994, 논산계룡,초,대부,논산시 노성면 노티리 205-1,31,0.7081967213114756,높음
gyeonggi,(구) 화정초,1994,안산,초,대부,안산시 단원구 화정동 519,31,0.7081967213114756,높음
gyeongbook,녹남초등학교,1994,안동,초,대부,안동시 녹전면 사신리 455-5,31,0.7081967213114756,높음
gyeongbook,연화초등학교,1994,김천,초,대부,김천시 대덕면 연화리 255,31,0.7081967213114756,높음
gyeonggi,청평초 양진분교장,1994,가평,초,대부,가평군 청평면 고성리 777-2,31,0.7081967213114756,높음
gangwon,지정초 판대분교장,1994,원주,초,대부,원주시 지정면 판대리 427,31,0.7081967213114756,높음
gyeongbook,신산초등학교,1994,의성,초,대부,의성군 단북면 신하리 551,31,0.7081967213114756,높음
gyeonggi,율면초 월포분교장,1994,이천,초,대부,이천시 율면 월포리 610-1,31,0.7081967213114756,높음
gangwon,기화초 한탄분교장,1994,평창,초,대부,평창군 미탄면 한탄리 231,31,0.7081967213114756,높음
gyeongbook,낙서초등학교서원분교장,1994,상주,초,대부,상주시 내서면 서원리 167,31,0.7081967213114756,높음
gangwon,서석초 송촌분교장,1994,홍천,초,대부,홍천군 서석면 어론리 564-5,31,0.7081967213114756,높음
gyeongbook,감문초등학교,1994,김천,초,대부,김천시 감문면 삼성리 1383,31,0.7081967213114756,높음
gangwon,대진초 마달분교장,1994,고성,초,대부,고성군 현내면 마달리 198,31,0.7081967213114756,높음
gyeongbook,유등초등학교,1994,청도,초,대부,청도군 화양읍 유등리 1876,31,0.7081967213114756,높음
chunbook,관기초 기대분교장,1994,보은,초,대부,보은군 마로면 기대리 328-2,31,0.7081967213114756,높음
gyeonggi,정문초,1994,화성오산,초,대부,화성시 정남면 계향리 411,31,0.7081967213114756,높음
gangwon,벽탄초 행매분교장,1994,정선,초,대부,정선군 정선읍 용탄리 1284,31,0.7081967213114756,높음
jeju,무릉초무릉동분교장,1994,해당없음,초,대부,서귀포시 대정읍 무릉리 581-1,31,0.7081967213114756,높음
gyeongbook,임동초등학교고천분교장,1994,안동,초,대부,안동시 임동면 고천리 101-1,31,0.7081967213114756,높음
gyeonggi,목동초 화악분교장,1994,가평,초,대부,가평군 북면 화악리 564-1,31,0.7081967213114756,높음
gangwon,가천초등학교,1994,횡성,초,대부,횡성군 강림면 강림리 212,31,0.7081967213114756,높음
gangwon,원당초 광원분교장,1994,홍천,초,대부,홍천군 내면 광원리 782-22,31,0.7081967213114756,높음
gyeongbook,창수초등학교미곡분교장,1994,영덕,초,대부,영덕군 창수면 미곡리 583,31,0.7081967213114756,높음
gangwon,화촌초 율촌분교장,1994,홍천,초,대부,홍천군 화촌면 주음치리 271,31,0.7081967213114756,높음
gangwon,원당초 명개분교장,1994,홍천,초,대부,홍천군 내면 명개리 178,31,0.7081967213114756,높음
gangwon,궁촌초 양지분교장,1994,삼척,초,대부,삼척시 근덕면  궁촌리 23,31,0.7081967213114756,높음
gangwon,여량초 남곡분교장,1994,정선,초,대부,정선군 여량면 남곡리 226,31,0.7081967213114756,높음
gangwon,삼덕초 삼교분교장,1994,강릉,초,대부,강릉시 주문진읍 삼교리 126,31,0.7081967213114756,높음
gyeonggi,청운초 신론분교장,1994,양평,초,대부,양평군 청운면 신론리 291-3,31,0.7081967213114756,높음
gangwon,상천초 조교분교장,1994,춘천,초,대부,춘천시 북산면 조교리 295-1,31,0.7081967213114756,높음
gyeongbook,유계초등학교,1994,예천,초,대부,예천군 감천면 유리 183-2 외,31,0.7081967213114756,높음
gyeonggi,금왕초,1994,양평,초,대부,양평군 양동면 금왕리 732,31,0.7081967213114756,높음
gangwon,삼생초 서광분교장,1994,홍천,초,대부,홍천군 서석면 생곡리 167-2,31,0.7081967213114756,높음
gangwon,화계초 역전분교장,1994,홍천,초,대부,홍천군 북방면 역전평리 91,31,0.7081967213114756,높음
gangwon,상천초 물로분교장,1994,춘천,초,대부,춘천시 북산면 물로리 604-2,31,0.7081967213114756,높음
gyeonggi,양성초 방축분교장,1994,안성,초,대부,안성시 양성면 방축리 187-1,31,0.7081967213114756,높음
chunbook,한수중 ,1998,제천,중,미활용,제천시 한수면 송계리 309-1,27,0.7049180327868853,높음
jeju,신창중학교,1998,해당없음,중,미활용,제주시 한경면 신창리 135,27,0.7049180327868853,높음
gyeongbook,상오초등학교,1987,상주,초,자체활용,상주시 화북면 상오리 562,38,0.7016393442622951,높음
gyeongnam,삼천포초등학교늑도분교장,2006,사천,초,미활용,사천시 늑도동 15 ,19,0.698360655737705,높음
jeonnam,벌교초해도분교장,2006,보성,초,미활용,보성 벌교읍 장도리 산1-64,19,0.698360655737705,높음
gyeongbook,화남초등학교죽곡분교장,1995,영천,초,대부,영천시 화남면 죽곡리 650-2,30,0.6950819672131149,높음
gangwon,노곡초 여삼분교장,1995,삼척,초,대부,삼척시 노곡면  여삼리 193-5,30,0.6950819672131149,높음
gangwon,서상초 삼선분교장,1995,춘천,초,대부,춘천시 서면 서상리 801-2,30,0.6950819672131149,높음
gyeongnam,고남초등학교신월분교장,1995,하동,초,대부,하동군 고전면 신월리 207-2,30,0.6950819672131149,높음
gangwon,맹방초 금계분교장,1995,삼척,초,대부,삼척시 근덕면  금계리 193,30,0.6950819672131149,높음
gyeongbook,화남초등학교,1995,안동,초,대부,안동시 풍천면 어담리 239,30,0.6950819672131149,높음
gyeongbook,고경초등학교삼귀분교장,1995,영천,초,대부,영천시 고경면 차당리 산51-2,30,0.6950819672131149,높음
gangwon,옥계초 북동분교장,1995,강릉,초,대부,강릉시 옥계면  북동리 18,30,0.6950819672131149,높음
gangwon,옥계초 산계분교장,1995,강릉,초,대부,강릉시 옥계면 산계리 816-1,30,0.6950819672131149,높음
gyeonggi,영북초 보광분교장,1995,포천,초,대부,포천시 영북면 야미리 276,30,0.6950819672131149,높음
jeju,고산초산양분교장,1995,해당없음,초,대부,제주시 한경면 청수리 3338,30,0.6950819672131149,높음
gyeongnam,군북초등학교수곡분교장,1995,함안,초,대부,함안군 군북면 수곡리 175,30,0.6950819672131149,높음
gangwon,서석초 가구분교장,1995,홍천,초,대부,홍천군 서석면 수하리 1290-1,30,0.6950819672131149,높음
gangwon,정선초 귤암분교장,1995,정선,초,대부,정선군 정선읍 귤암리 171,30,0.6950819672131149,높음
jeonnam,포두초포두동분교장,1995,고흥,초,대부,고흥 포두면 차동리 1183  ,30,0.6950819672131149,높음
gyeongnam,청암초등학교명사분교장,1995,하동,초,대부,하동군 청암면 명호리 854-2,30,0.6950819672131149,높음
gyeongbook,금호남부초등학교,1995,영천,초,대부,영천시 금호읍 호남리 307,30,0.6950819672131149,높음
gyeonggi,장암초 금산분교장,1995,안성,초,대부,안성시 일죽면 금산리 232-1,30,0.6950819672131149,높음
gangwon,임계초 고양분교장,1995,정선,초,대부,정선군 임계면 고양리 124,30,0.6950819672131149,높음
gyeonggi,목동초 백둔분교장,1995,가평,초,대부,가평군 북면 백둔리 371-2,30,0.6950819672131149,높음
chunbook,강천초 단암분교장,1995,충주,초,대부,충주시 앙성면 단암리 412-1,30,0.6950819672131149,높음
chunbook,별방초 유암분교장,1995,단양,초,대부,단양군 영춘면  유암리 253,30,0.6950819672131149,높음
gyeongbook,와룡초등학교나소분교장,1995,안동,초,대부,안동시 와룡면 라소리 628-1,30,0.6950819672131149,높음
gyeonggi,부안초 명성분교장,1995,양평,초,대부,양평군 단월면 명성리 144-2,30,0.6950819672131149,높음
gyeonggi,분원초 검천분교장,1995,광주하남,초,대부,광주시 남종면 검천리 114-1,30,0.6950819672131149,높음
jeju,조수초등학교,1995,해당없음,초,대부,제주시 한경면 조수리 315,30,0.6950819672131149,높음
gyeonggi,만선초 봉현분교장,1995,광주하남,초,대부,광주시 곤지암읍 봉현리 118-3,30,0.6950819672131149,높음
gyeongbook,직지초등학교대성분교장,1995,김천,초,대부,김천시 대항면 대성리 489-4,30,0.6950819672131149,높음
chunbook,안내초 용촌분교장,1995,옥천,초,대부,옥천군 안내면 용촌리 160,30,0.6950819672131149,높음
gyeongbook,청도동부초등학교,1995,청도,초,대부,청도군 청도읍 원리 412,30,0.6950819672131149,높음
chunbook,양화초,1995,제천,초,대부,제천시 금성면 양화리 623,30,0.6950819672131149,높음
gyeongbook,아화초등학교천촌분교장,1995,경주,초,대부,경주시 서면 천촌리 345-2,30,0.6950819672131149,높음
gyeongbook,지품초등학교낙평분교장,1995,영덕,초,대부,영덕군 지품면 낙평리 398-2,30,0.6950819672131149,높음
gangwon,주천초 결운분교장,1995,영월,초,대부,영월군   주천면  금마리 550-3,30,0.6950819672131149,높음
chunbook,동량초 하천분교장,1995,충주,초,대부,충주시 동량면 손동리 336,30,0.6950819672131149,높음
chunbook,유덕초 복평분교장,1995,제천,초,대부,제천시 덕산면 수산리 833-2,30,0.6950819672131149,높음
chunbook,무극초 사정분교장,1995,음성,초,대부,음성군 음성읍 사정리 949,30,0.6950819672131149,높음
jeju,보성초구억분교장,1995,해당없음,초,대부,서귀포시 대정읍 구억리 889-1,30,0.6950819672131149,높음
chunbook,청산초 대월분교장,1995,옥천,초,대부,옥천군 청산면 대성리 173-1,30,0.6950819672131149,높음
gyeongbook,석보초등학교소계분교장,1995,영양,초,대부,영양군 석보면 소계리223,30,0.6950819672131149,높음
incheon,인천남중 북도분교,1999,남부,중,미활용,인천광역시 옹진군 북도면 신도리 628,26,0.6918032786885248,높음
jeju,무릉중학교,1999,해당없음,중,미활용,서귀포시 대정읍 무릉리 3296,26,0.6918032786885248,높음
gyeongnam,적량초등학교영신분교장,2007,하동,초,미활용,하동군 적량면 동산리 542,18,0.6852459016393443,높음
gangwon,도계초 동덕분교장,2007,삼척,초,미활용,삼척시 도계읍 상덕리 89-1,18,0.6852459016393443,높음
gyeongbook,자천초등학교상송분교장,2007,영천,초,미활용,영천시 화북면 상송리 42-1,18,0.6852459016393443,높음
gyeongbook,죽변초등학교화성분교장,2007,울진,초,미활용,울진군 죽변면 화성리 369,18,0.6852459016393443,높음
chunnam,대룡초,2007,공주,초,미활용,공주시 신풍면 대룡리 407,18,0.6852459016393443,높음
chunbook,청천초 신월분교장,2007,괴산증평,초,미활용,괴산군 청천면 신월리 144,18,0.6852459016393443,높음
chunnam,병천초 봉성분교장,2007,천안,초,미활용,천안시 동남구 병천면 매성리 253,18,0.6852459016393443,높음
gangwon,부론초 단강분교장,2007,원주,초,미활용,원주시 부론면 단강리 1380,18,0.6852459016393443,높음
jeonnam,회천동초등학교,2007,보성,초,미활용,보성 회천면 서당리 659,18,0.6852459016393443,높음
gangwon,신왕초 부연분교장,2007,강릉,초,미활용,강릉시 연곡면 삼산리 1279,18,0.6852459016393443,높음
jeonnam,과역동초백일분교장,2007,고흥,초,미활용,고흥 과역면 백일리 산908,18,0.6852459016393443,높음
jeonnam,아산초서유분교장,2007,화순,초,미활용,화순 백아면 서유리 526,18,0.6852459016393443,높음
