region,school_name,closure_year,local_office,school_level,utilization_status,address,years_since_closure,closure_risk_index,risk_level
jeonbook,동향초 성산분교,1987,진안,초,매각,진안군 동향면 성산리 11-1,38,0.6032786885245901,높음
incheon,화도초장화분교,1995,강화,초,자체활용,인천광역시 강화군 화도면 장화리 336-3,30,0.5967213114754099,보통
gyeongnam,진동초등학교태봉분교장,1995,창원,초,자체활용,창원시 마산합포구 진동면 태봉리 68,30,0.5967213114754099,보통
gyeongnam,미천중학교,1995,진주,중,대부,진주시 미천면 오방리 600,30,0.5967213114754099,보통
jeonbook,송북초,1995,남원,초,자체활용,남원시 송동면 장국리 631,30,0.5967213114754099,보통
jeonnam,도화초도화동분교장,1995,고흥,초,자체활용,고흥 도화면 봉산리 824,30,0.5967213114754099,보통
jeonnam,옥룡북초동곡분교장,1995,광양,초,자체활용,광양 옥룡면 동곡리 762,30,0.5967213114754099,보통
gyeongbook,평은초등학교영은분교장,1995,영주,초,자체활용,영주시 평은면 평은리 1110-1,30,0.5967213114754099,보통
jeonnam,연도초여남중연도분교장,1995,여수,초,자체활용,여수 남면 연도리 424,30,0.5967213114754099,보통
gyeongbook,강구초등학교직천분교장,1995,영덕,초,자체활용,영덕군 강구면 원직리 263,30,0.5967213114754099,보통
gangwon,초계초등학교,1995,고성,초,자체활용,고성군 거진읍 대대리 315-1,30,0.5967213114754099,보통
gyeongbook,해평초등학교괴곡분교장,1995,구미,초,자체활용,구미시 해평면 괴곡리 351,30,0.5967213114754099,보통
gangwon,천전초 부귀분교장,1995,춘천,초,자체활용,춘천시 북산면 부귀리 433-1,30,0.5967213114754099,보통
gangwon,송화초 서원분교장,1995,춘천,초,자체활용,춘천시 신북읍 용산리 725-2,30,0.5967213114754099,보통
gyeonggi,산호초,1995,포천,초,자체활용,포천시 영북면 산정리 83,30,0.5967213114754099,보통
jeonbook,오궁초,1995,임실,초,자체활용,임실군 신덕면 지장리 45,30,0.5967213114754099,보통
jeonbook,도청초,1995,부안,초,자체활용,부안군 변산면  도청리 312-2,30,0.5967213114754099,보통
gyeonggi,탄벌초 목현분교장,1995,광주하남,초,자체활용,광주시 목현동 418-1,30,0.5967213114754099,보통
chunbook,성남초 종인분교장,1995,충주,초,자체활용,충주시 종민동 510-3,30,0.5967213114754099,보통
gyeonggi,월곶초 문수분교장,1995,김포,초,자체활용,김포시 월곶면 보구곶리 359,30,0.5967213114754099,보통
jeonnam,고흥남초등학교,1995,고흥,초,자체활용,고흥 포두면 등암리 326-1,30,0.5967213114754099,보통
gyeongbook,노월초등학교,1995,경주,초,자체활용,경주시 내남면 노곡리 909-6,30,0.5967213114754099,보통
gyeongbook,강동초등학교단구분교장,2014,경주,초,미활용,경주시 강동면 단구리 1147,11,0.5934426229508197,보통
gyeongnam,신천초등학교,2014,김해,초,미활용,김해시 한림면 신천리 662,11,0.5934426229508197,보통
chunnam,대평초,2014,홍성,초,미활용,홍성군 광천읍 대평리 318,11,0.5934426229508197,보통
jeonnam,나로고등학교,2014,고흥,초,미활용,고흥 봉래면 신금리 838,11,0.5934426229508197,보통
chunnam,광남초,2014,홍성,초,미활용,홍성군 광천읍 옹암리 353-2,11,0.5934426229508197,보통
jeonnam,의동초등학교,2014,진도,초,미활용,진도 의신면 초사리 102,11,0.5934426229508197,보통
gangwon,북평초 담임분교장,1988,정선교육지원청,초,매각,정선군 북평면 숙암리 307,37,0.5901639344262294,보통
gyeongnam,구)성주초등학교,1988,창원,초,매각,경상남도 창원시 성산구 남산동 383,37,0.5901639344262294,보통
gyeongnam,고암초등학교계상분교장,1988,창녕,초,매각,경상남도 창녕군 고암면 계상리 131-2,37,0.5901639344262294,보통
gyeongnam,구)창원상남초등학교,1988,창원,초,매각,경상남도 창원시 의창구 용지동 201,37,0.5901639344262294,보통
gangwon,신동초 마차분교장,2003,삼척,초,대부,삼척시 신기면  마치리 505-2,22,0.5901639344262294,보통
jeju,광명분교장,1988,서귀포시,초,매각,서귀포시 안덕면 서광리 2162-3,37,0.5901639344262294,보통
daegu,"지산초
범물분교",1988,동부,초,매각,수성구 범물동 1118-1,37,0.5901639344262294,보통
gyeonggi,오학초 오금분교장,1988,여주,초,매각,여주시 북내면 오금리 83-1,37,0.5901639344262294,보통
gangwon,만종초 명신분교장,1988,원주교육지원청,초,매각,원주시 호저면 만종리 402,37,0.5901639344262294,보통
chunbook,송계초 동산분교장,1988,제천,초,매각,제천시 한수면 송계리 1088,37,0.5901639344262294,보통
gyeongnam,가천초등학교,1988,합천,초,매각,경상남도 합천군 봉산면 상현리 34,37,0.5901639344262294,보통
gyeonggi,연천초 통현분교장,1988,연천,초,매각,"연천군 연천읍 통현리 80-2
연천군 전곡읍 신답리 258-1",37,0.5901639344262294,보통
gyeonggi,군남초 왕림분교장,1988,연천,초,매각,"연천군 군남면 왕림리 417-1
연천군 군남면 왕림리 420-1",37,0.5901639344262294,보통
chunbook,송한초 오미분교장,1988,제천,초,매각,제천시 송학면 오미리 222,37,0.5901639344262294,보통
gyeonggi,다문초 화전분교장,1988,양평,초,매각,경기도 양평군 용문면 화전리 347-1,37,0.5901639344262294,보통
gyeonggi,갈운초 도원분교장,1988,양평,초,매각,경기도 양평군 청운면 도원리 296,37,0.5901639344262294,보통
chunbook,대강초 죽령분교장,1988,단양,초,매각, 단양군 대강면 용부원리 82,37,0.5901639344262294,보통
gyeonggi,동부초 배알분교장,1988,광주하남,초,매각,광주군 동부읍 배알미리 4,37,0.5901639344262294,보통
chunbook,용암초 도동분교장,1988,영동,초,매각,영동군 황간면 우천리 408-1,37,0.5901639344262294,보통
chunbook,금호초 마곡분교장,1988,영동,초,매각,영동군 심천면 마곡리 885,37,0.5901639344262294,보통
chunbook,청풍초 안암분교장,1988,제천,초,매각,제천시 금성면 성내리 산48-4,37,0.5901639344262294,보통
chunbook,추풍령초 계룡분교,1988,영동,초,매각,영동군 추풍령면 계룡리 452-1,37,0.5901639344262294,보통
chunbook,추풍령초 죽전분교,1988,영동,초,매각,영동군 추풍령면 죽전리 205-1,37,0.5901639344262294,보통
chunbook,칠성초 갈론분교장,1988,괴산증평,초,매각,괴산군 칠성면 사은리 102-2,37,0.5901639344262294,보통
chunbook,황학초 흥덕분교,1988,영동,초,매각,영동군 상촌면 흥덕리 산7-9,37,0.5901639344262294,보통
gangwon,인제초 고사분교장,1988,인제교육지원청,초,매각,인제군 인제읍 고사리 520-12,37,0.5901639344262294,보통
gangwon,오미초천미분교장,1988,양구교육지원청,초,매각,양구군 방산면 천미리 293,37,0.5901639344262294,보통
gangwon,임계초 소란분교장,2003,정선,초,대부,정선군 임계면 송계리 882-8,22,0.5901639344262294,보통
daegu,"반야월초
매여분교",1988,동부,초,매각,동구 매여동 275,37,0.5901639344262294,보통
daegu,"공산초
신무분교",1988,동부,초,매각,동구 신무동 690,37,0.5901639344262294,보통
jeonnam,녹동초녹산분교장,1988,고흥,초,매각,도양읍 소록리 98,37,0.5901639344262294,보통
jeonnam,신광초함정분교장,1988,함평,초,매각,함평군 신광면 함정리 160-2,37,0.5901639344262294,보통
jeonnam,우산초월산분교장,1988,순천,초,매각,순천시 송광면 월산리 1023,37,0.5901639344262294,보통
incheon,"백령초
관창분교",1988,남부,초,매각,백령면 진촌리 1087-1,37,0.5901639344262294,보통
gyeongnam,반성초등학교가선분교장,1988,진주,초,매각,경상남도 진주시 일반성면 가선리 86,37,0.5901639344262294,보통
gyeongnam,덕산초등학교행암분교장,1988,창원,초,매각,경상남도 창원시 진해구 행암동 181-1,37,0.5901639344262294,보통
jeonnam,도월초등학교,1988,순천,초,매각,순천시 상사면 도월리 196,37,0.5901639344262294,보통
gyeongnam,여항초등학교상미분교장,1988,함안,초,매각,경상남도 창원시 마산합포구 진전면 평암리 1080,37,0.5901639344262294,보통
gyeongbook,임하동부초등학교 사의분교장,1988,안동,초,매각,안동시 임하면 사의리 100-2,37,0.5901639344262294,보통
gyeongbook,문촌초등학교,1988,봉화,초,매각,봉화군 상운면 문촌리 785,37,0.5901639344262294,보통
gyeongbook,내룡초 항동분교장,1988,청송,초,매각,청송군 주왕산면 항리 171,37,0.5901639344262294,보통
gyeongnam,여항초등학교덕천분교장,1988,함안,초,매각,경상남도 창원시 마산합포구 진전면 여양리 903-1,37,0.5901639344262294,보통
gyeongnam,칠원초등학교산정분교장,1988,함안,초,매각,경상남도 함안군 칠원읍 무기리 237-2,37,0.5901639344262294,보통
jeju,화전분교장,1988,제주시,초,매각,제주시 애월읍 어도리 산25-1,37,0.5901639344262294,보통
daegu,"공산초
능성분교",1988,동부,초,매각,동구 능성동 354,37,0.5901639344262294,보통
gyeonggi,양평중 옥천분교장,1996,양평,초,자체활용,양평군 옥천면 옥천리 549-1,29,0.5836065573770491,보통
daejeon,신탄진용정초 용호분교장,1996,동부,초,자체활용,대덕구 용호동 55,29,0.5836065573770491,보통
jeju,삼양초회천분교장,1996,해당없음,초,자체활용,제주시 회천동 2307,29,0.5836065573770491,보통
jeonnam,영암초학신분교장,1996,영암,초,자체활용,영암 영암읍 농덕리 704-2,29,0.5836065573770491,보통
jeonbook,무주동초,1996,무주,초,자체활용,무주군 무주읍  오산리 302-2,29,0.5836065573770491,보통
jeonbook,임실서초,1996,임실,초,자체활용,임실군 임실읍 신안리 325,29,0.5836065573770491,보통
jeonnam,입면초동강분교장,1996,곡성,초,자체활용,곡성 입면 제월리 4 14,29,0.5836065573770491,보통
jeonnam,도상초등학교,1996,곡성,초,자체활용,곡성 곡성읍 구원리 65,29,0.5836065573770491,보통
daegu,경운초감삼분교,1996,서부,초,자체활용,서구 내당동 467-2,29,0.5836065573770491,보통
gyeonggi,금광초 대문분교장,1996,안성,초,자체활용,안성시 금광면 현곡리 53-3,29,0.5836065573770491,보통
jeonnam,화태초여동분교장,2015,여수,초,미활용,여수 남면 횡간리 251,10,0.580327868852459,보통
chunnam,장곡초 오서분교장,2015,홍성,초,미활용,홍성군 장곡면 광성리 28,10,0.580327868852459,보통
jeonnam,현경고등학교,2015,무안,초,미활용,무안 현경면 외반리 492-1,10,0.580327868852459,보통
gyeongbook,양남초등학교상계분교장,2015,경주,초,미활용,경주시 양남면 상계리 57-2,10,0.580327868852459,보통
jeonnam,벌교초제석분교장,2015,보성,초,미활용,보성 벌교읍 장양리 793,10,0.580327868852459,보통
jeonnam,장성신흥중학교,2015,장성,초,미활용,장성 북일면 성덕리 36,10,0.580327868852459,보통
gyeonggi,미원초 송산분교장,1989,가평,초,매각,가평군 설악면 송산리 274-1,36,0.5770491803278689,보통
chunbook,가덕초 상야분교장,2004,청주,초,대부,청주시 상당구 가덕면 상야리 351-1,21,0.5770491803278689,보통
jeonbook,주천초 만선분교,1989,무주,초,매각,무주군 설천면 심곡 산43-2,36,0.5770491803278689,보통
gyeongbook,감포초등학교연동분교장,1989,경주,초,매각,경주시 감포읍 오류리 130,36,0.5770491803278689,보통
gyeonggi,도수초 우산분교장,1989,광주하남,초,매각,광주군 퇴촌면 우산리 226,36,0.5770491803278689,보통
jeonbook,운호초 마동분교,1989,부안,초,매각,부안군 진서면 운호리 370-5,36,0.5770491803278689,보통
gyeonggi,내가초 고부분교장,1989,강화,초,매각,강화군 내가면 고천리 1760-6,36,0.5770491803278689,보통
jeonbook,청웅초 옥석분교,1989,임실,초,매각,임실군 청웅면 옥선리 532,36,0.5770491803278689,보통
chunbook,낭성초 갈산분교장,2004,청주,초,대부,청주시 상당구 낭성면 갈산리 341-1,21,0.5770491803278689,보통
gyeongbook,구례초,1989,김천,초,매각,김천시 어모면 구례리 626,36,0.5770491803278689,보통
gyeongbook,영양초 감천분교장,1989,영양,초,매각,영양군 영양읍 감천리 724,36,0.5770491803278689,보통
gangwon,남선초 웅동분교장,1989,정선교육지원청,초,매각,정선군 남면 문곡리 505,36,0.5770491803278689,보통
gangwon,노림초등학교,2004,원주,초,대부,원주시 부론면 노림리 403,21,0.5770491803278689,보통
gyeonggi,천남초 상구분교장,1989,여주,초,매각,여주시 대신면 상구리 산13-3,36,0.5770491803278689,보통
jeonnam,겸면초마삼분교장,2004,곡성,초,대부,곡성 겸면 마전리 566   ,21,0.5770491803278689,보통
jeonnam,노화북초마삭분교장,1989,완도,초,매각,완도군 노화읍 신양리 산306-3번지,36,0.5770491803278689,보통
jeonnam,다시초회진분교장,1989,나주,초,매각,나주시 다시면 회진리 163,36,0.5770491803278689,보통
gangwon,안흥초 매화분교장,1989,횡성교육지원청,초,매각,횡성군 안흥면 안흥리 908,36,0.5770491803278689,보통
gyeonggi,양평부안초,2004,양평,초,대부,양평군 단월면 부안리 236-1,21,0.5770491803278689,보통
busan,정관초 병산분교장,1989,해운대,초,매각,부산 기장군 정관면 병산리 266-4,36,0.5770491803278689,보통
gangwon,인제남초 동아분교장,1989,인제교육지원청,초,매각,인제군 남면 남전리 248,36,0.5770491803278689,보통
jeonnam,사평초다산분교장,1989,화순,초,매각,화순군 남면 다산리 399,36,0.5770491803278689,보통
jeonbook,풍남중 중인분교,1989,전주,중,자체활용,전주시 완산구 중인리 676-1,36,0.5770491803278689,보통
gyeonggi,선택초 동검분교장,1989,강화,초,매각,강화군 길상면 동검리 591,36,0.5770491803278689,보통
gyeongbook,봉하초마일분교,1989,청도,초,매각,청도군 운문면 마일리 1603-1,36,0.5770491803278689,보통
gyeongnam,칠원초등학교운곡분교장,1989,함안,초,매각,경상남도 함안군 칠원읍 운곡리 976,36,0.5770491803278689,보통
busan,장안초 대룡분교장,1989,해운대,초,매각,부산 기장군 장안읍 오리 151-2,36,0.5770491803278689,보통
gyeongbook,봉산초등학교정천분교장,1989,포항,초,매각,포항시 남구 장기면 정천리 22,36,0.5770491803278689,보통
jeonnam,금당초대화분교장,1989,완도,초,매각,완도군 금당면 육산리 산331번지,36,0.5770491803278689,보통
incheon,"해명초
 석포분교",1989,강화,초,매각,강화군 삼산면 석포리 295-4,36,0.5770491803278689,보통
daegu,"용계초
오동분교",1989,달성,초,매각,가창면 오리 785-1,36,0.5770491803278689,보통
jeju,색달분교장,1989,서귀포시,초,매각,서귀포시 색달동 755,36,0.5770491803278689,보통
chunbook,유덕초 덕곡분교장,1989,제천,초,매각,제천시 한수면 덕곡리 120,36,0.5770491803278689,보통
jeonbook,명덕초 덕유분교,1989,장수,초,매각,장수군 장계면 명덕 537-1,36,0.5770491803278689,보통
ulsan,온산국교,1989,강남,초,매각,울주군 온산면 대정리 113-2,36,0.5770491803278689,보통
chunbook,양산초 가선분교장,1989,영동,초,매각,영동군 양산면 가선리 152-1,36,0.5770491803278689,보통
gyeongnam,신제초등학교,1989,창녕,초,매각,경상남도 창녕군 영산면 신제리 172-4,36,0.5770491803278689,보통
chunbook,심천초 길현분교장,1989,영동,초,매각,영동군 심천면 길현리 578,36,0.5770491803278689,보통
chunbook,황간초 우매분교,1989,영동,초,매각,영동군 황간면 우매리 110,36,0.5770491803278689,보통
gyeongnam,남지초등학교성사분교장,1989,창녕,초,매각,경상남도 창녕군 남지읍 성사리 942,36,0.5770491803278689,보통
gyeongnam,송계초등학교화현분교장,1989,산청,초,매각,경상남도 산청군 생비량면 화현리 565-1,36,0.5770491803278689,보통
jeonbook,연평초 연화분교,1989,장수,초,매각,장수군 천천면 연평 1578,36,0.5770491803278689,보통
jeonbook,무주초 장백분교,1989,무주,초,매각,무주군 무주읍 장백 637-2,36,0.5770491803278689,보통
gyeongnam,대방초등학교실안분교장,2004,사천,초,대부,사천시 실안동 440,21,0.5770491803278689,보통
jeonnam,천태초봉하분교장,2004,화순,초,대부,화순 도암면 봉하리 200   ,21,0.5770491803278689,보통
gyeongnam,단성초등학교묵곡분교장,1989,산청,초,매각,경상남도 산청군 단성면 묵곡리 298,36,0.5770491803278689,보통
jeonnam,금계분교장,1989,나주,초,매각,나주시 문평면 북동리,36,0.5770491803278689,보통
gyeongnam,금서초등학교방곡분교장,1989,산청,초,매각,경상남도 산청군 금서면 방곡리 817,36,0.5770491803278689,보통
gyeongbook,중동중학교,2008,상주,중,미활용,상주시 중동면 간상리 872,17,0.5737704918032785,보통
gyeongnam,덕곡중학교,2008,합천,중,미활용,합천군 덕곡면 장리 760,17,0.5737704918032785,보통
gyeongnam,합천중학교봉산분교장,1997,합천,중,대부,합천군 봉산면 김봉리 351-1,28,0.5704918032786886,보통
chunnam,시묘초,1997,논산계룡,초,자체활용,논산시 은진면 시묘리 496-1,28,0.5704918032786884,보통
jeonbook,난신초,1997,부안,초,자체활용,부안군 줄포면 신리 300,28,0.5704918032786884,보통
jeonbook,내도초,1997,무주,초,자체활용,무주군 무주읍 내도리 133-1,28,0.5704918032786884,보통
gyeongbook,온양초등학교,1997,울진,초,자체활용,울진군 울진읍 온양리 224-9,28,0.5704918032786884,보통
gyeongnam,안의초등학교대지분교장,1997,함양,초,자체활용,함양군 안의면 신안리 975,28,0.5704918032786884,보통
gyeongnam,월성초등학교,1997,산청,초,자체활용,산청군 신안면 신안리423-3,28,0.5704918032786884,보통
gangwon,남산초 장전분교장,1997,홍천,초,자체활용,홍천군 홍천읍 장전평리 252,28,0.5704918032786884,보통
gyeongnam,유어초등학교회룡분교장,1997,창녕,초,자체활용,창녕군 유어면 대대리 387-1,28,0.5704918032786884,보통
gyeonggi,도수초 삼성분교장,1997,광주하남,초,자체활용,광주시 남종면 삼성리 347,28,0.5704918032786884,보통
gangwon,근덕초 마읍분교장,2016,삼척,초,미활용,삼척시 노곡면 중마읍리 102,9,0.5672131147540983,보통
jeonnam,도포초영농분교장,2016,영암,초,미활용,영암 도포면 영호리 919-10,9,0.5672131147540983,보통
gyeongbook,영덕야성초등학교매정분교장,2016,영덕,초,미활용,영덕군 영덕읍 매정리 88,9,0.5672131147540983,보통
gangwon,둔내초 덕성분교장,2016,횡성,초,미활용,횡성군 둔내면 화동리 504-1,9,0.5672131147540983,보통
gangwon,가산초 품걸분교장,2005,춘천,초,대부,춘천시 동면 품걸리 75-1,20,0.5639344262295082,보통
gangwon,남선초 광덕분교장,2005,정선,초,대부,정선군 남면 광덕리 1058,20,0.5639344262295082,보통
gyeonggi,청운초 내현분교장,1990,양평,초,매각,경기도 양평군 청운면 가현리 200,35,0.5639344262295082,보통
ulsan,춘도국교,1990,강남,초,매각,울주군 온산면 방도리 117-1,35,0.5639344262295082,보통
gyeongnam,냉천초등학교성산분교장,1990,창녕,초,매각,경상남도 창녕군 성산면 운봉리 129,35,0.5639344262295082,보통
gangwon,서원초 석화분교장,1990,횡성교육지원청,초,매각,횡성군 서원면 석화리 208,35,0.5639344262295082,보통
gyeongnam,대의초등학교천곡분교장,1990,의령,초,매각,경상남도 의령군 대의면 천곡리 418,35,0.5639344262295082,보통
gangwon,안미초 선애분교장,2005,평창,초,대부,평창군 대화면 상안미리 888-1,20,0.5639344262295082,보통
gangwon,봉덕초등학교,2005,횡성,초,대부,횡성군 청일면 갑천리 360,20,0.5639344262295082,보통
gyeongbook,자명초등학교,2005,포항,초,대부,포항시 남구 연일읍 자명리 526-1,20,0.5639344262295082,보통
chunnam,광명초 월도분교장,1990,보령,초,매각,보령시 오천면 효자도리 411,35,0.5639344262295082,보통
jeonnam,대구초용운분교장 ,1990,강진,초,매각,강진군 대구면 용운리 466-1,35,0.5639344262295082,보통
chunbook,백운초 애련분교장,1990,제천,초,매각,제천시 백운면 애련리 198,35,0.5639344262295082,보통
gyeonggi,"신북초 
신평분교장",1990,포천,초,매각,경기도 포천시 신북면 신평리 214-1,35,0.5639344262295082,보통
incheon,"삼산초
송광분교",1990,강화,초,매각,강화군 삼산면 상리 619,35,0.5639344262295082,보통
gyeongnam,부림초등학교봉림분교장,1990,의령,초,매각,경상남도 의령군 부림면 대곡리 149,35,0.5639344262295082,보통
gyeongnam,청덕초등학교덕진분교장,1990,합천,초,매각,경상남도 합천군 청덕면 성태리 213,35,0.5639344262295082,보통
gangwon,고산초 입암분교장,1990,원주교육지원청,초,매각,원주시 호저면 고산리 149-1,35,0.5639344262295082,보통
gyeonggi,단석초 거단분교장,1990,양평,초,매각,경기도 양평군 양동면 단석리 1120,35,0.5639344262295082,보통
jeonnam,율촌초장도분교장,1990,여수,초,매각,여수시 율촌면 장도리 201-1,35,0.5639344262295082,보통
gyeonggi,대남초 육도분교장,1990,안산,초,매각,안산시 단원구 풍도동 산271,35,0.5639344262295082,보통
gyeonggi,대동초 불도분교장,1990,안산,초,매각,안산시 단원구 선감동 28,35,0.5639344262295082,보통
gyeongnam,한산초등학교매물도분교장,2005,통영,초,대부,통영시 한산면 매죽리 34-13,20,0.5639344262295082,보통
chunbook,수산초 괴곡분교장,1990,제천,초,매각,제천시 수산면 원대리 137,35,0.5639344262295082,보통
jeonbook,조림초 학동분교,1990,진안,초,매각,진안군 정천면 봉학리 983,35,0.5639344262295082,보통
gyeongnam,원량초등학교도덕분교장,2005,통영,초,대부,통영시 욕지면 서산리 644,20,0.5639344262295082,보통
gyeongbook,가천초등학교법전분교장,1990,성주,초,매각,경상북도 성주군 가천면 법전1리 193-3번지,35,0.5639344262295082,보통
gyeonggi,가평초 승안분교장,1990,가평,초,매각,가평군 가평읍 승안리 302-1,35,0.5639344262295082,보통
gyeongbook,곡강초등학교양백분교장,1990,포항,초,매각,포항시 북구 흥해읍 양백리 458,35,0.5639344262295082,보통
gyeongbook,길안초등학교 용계분교장,1990,안동,초,매각,안동시 길안면 용계리 244,35,0.5639344262295082,보통
gyeongnam,쌍백초등학교운곡분교장,1990,합천,초,매각,경상남도 합천군 쌍백면 운곡리 554,35,0.5639344262295082,보통
jeonbook,무주여중,1990,무주,중,자체활용,무주군 무주읍 읍내리 472,35,0.5639344262295082,보통
jeonnam,화태초소횡간분교장,1990,여수,초,매각,여수시 남면 횡간리 21,35,0.5639344262295082,보통
gyeonggi,산음초 산대분교장,1990,양평,초,매각,경기도 양평군 단월면 석산리 470,35,0.5639344262295082,보통
gyeonggi,산음초 석산분교장,1990,양평,초,매각,경기도 양평군 단월면 석산리 136,35,0.5639344262295082,보통
jeonnam,황룡초와우분교장,1990,장성,초,매각,장성군 황룡면 와우리 15,35,0.5639344262295082,보통
gyeongbook,문암초 용저분교장,1990,영양,초,매각,영양군 일월면 용화리 37,35,0.5639344262295082,보통
jeonnam,황룡초통안분교장,1990,장성,초,매각,장성군 황룡면 통안리 165,35,0.5639344262295082,보통
gangwon,죽왕초 구성분교장,2005,고성,초,대부,고성군 죽왕면 구성리 118-5,20,0.5639344262295082,보통
chunbook,화당초 덕동분교장,1990,제천,초,매각,제천시 백운면 덕동리 252-2,35,0.5639344262295082,보통
gyeongbook,부곡초 기곡분교장,1990,청송,초,매각,청송군 진보면 기곡리 520-1,35,0.5639344262295082,보통
jeju,덕천분교장,1990,제주시,초,매각,제주시 구좌읍 덕천리 300,35,0.5639344262295082,보통
gyeongbook,신광초등학교마북분교장,1990,포항,초,매각,포항시 북구 신광면 마북리 171-4,35,0.5639344262295082,보통
jeonbook,상관초 마치분교,1990,완주,초,매각,완주군 상관면 마치리 197,35,0.5639344262295082,보통
incheon,말도분교,1990,강화,초,매각,강화군 삼산면 말도리 26-1,35,0.5639344262295082,보통
daegu,"금포초
노이분교",1990,달성,초,매각,논공읍 노이리 597,35,0.5639344262295082,보통
